Competidor,Haul,OrgDesCont,22,21,20,19,18
Cargolux,SH,ASIA-EUR,,DOM: tpe-BKK-LUX*-GYD-LUX-HKG-ANC-LCK-LUX-nrt (LX-VCB),SAB: ovb-PEK-OVB-LUX-PVG*-OVB-PVG-LUX*-OVB-LUX-ovb (LX-KCL),SAB: bkk-DWC-LUX-OVB-PVG-OVB-LUX-SEA-yyc (LX-VCG),SAB: ovb-CGO-OVB-LUX-ASB*-GYD-CGK-HKG-LUX*-GYD-lux (LX-GCL)
Cargolux,SH,ASIA-EUR,,DOM: tpe-TPE-GYD-LUX-BAH-HKG*-BAH-HKG-GYD-lux (LX-VCE),SAB: ovb-CGO-STN*-OVB-LUX-ASB*-DWC-CGK-HKG-LUX*-GYD-lux (LX-LCL),SAB: kmq-ICN-OVB-LUX-OVB-CGO-OVB-STN-lux (LX-VCJ),SAB: ovb-CGO-STN*-OVB-LUX-OVB*-PVG-OVB-LUX-XCR-lux (LX-ICL)
Cargolux,SH,ASIA-EUR,,DOM: sin-DWC-LUX-ALA-CGO*-OVB-CGO*-ANC-ORD-lux (LX-VCL),SAB: sgn-HKG-GYD-BUD-LUX-OVB-PVG-OVB-lux (LX-RCV),DOM: gyd-PVG-LUX*-OVB-LUX-OVB-CGO-OVB*-LUX-DWC*-HKG-gyd (LX-LCL),SAB: ovb-PVG-OVB-LUX-DWC-TPE-BKK-DWC-lux (LX-LCL)
Cargolux,SH,ASIA-EUR,,LUN: ovb-CGO-ANC-ORD-LUX*-GYD-PVG*-LUX-PVG-LUX*-OVB-lux (LX-GCL),SAB: ovb-PVG-LUX*-OVB-LUX-GYD-HKG-GYD-LUX-cgo (LX-UCV),DOM: sin-DWC-LUX-BAH*-DWC-hkg (LX-VCB),SAB: ovb-PVG-LUX*-OVB-LUX-MEX-GDL-IAH-LUX-ovb (LX-MCL)
Cargolux,SH,ASIA-EUR,,LUN: lux-BAH*-HKG-ANC-LCK-LUX-GYD-TPE-BKK-lux (LX-VCG),SAB: bkk-DWC-LUX-OVB-CGO-OVB-STN-LUX-dwc (LX-VCJ),DOM: tpe-BKK-LUX*-GYD-LUX-MIA-IAH-PIK-LUX-doh (LX-VCC),SAB: cgk-HKG-GYD-LUX-OVB-CGO-OVB-STN-lux (LX-RCV)
Cargolux,SH,ASIA-EUR,,LUN: dmm-HKG-LCK*-ANC-LCK-LUX-SIN-KUL-CGO*-ANC-ord (LX-VCN),DOM: ovb-PVG-LUX*-OVB-LUX-OVB-PVG-OVB-BCN-lux (LX-KCL),DOM: ovb-PVG-OVB-LUX-SEA-YYC-LUX-DWC-hkg (LX-VCG),SAB: bkk-DWC-LUX*-DWC-LUX-SJU-IAH-PIK-LUX-doh (LX-VCD)
Cargolux,SH,ASIA-EUR,,MAR: kul-HKG-ANC-ORD-LUX-KWI-DWC-HAN-hkg (LX-MCL),DOM: tpe-BKK-LUX*-GYD-LUX-LAX-MXP-LUX-DOH-bkk (LX-VCB),DOM: ovb-CGO-OVB-STN-LUX-OVB-CGO-ANC-ord (LX-VCJ),SAB: dwc-LUX*-DWC-LUX-SJU-IAH-PIK-LUX-DOH-bkk (LX-VCD)
Cargolux,SH,ASIA-EUR,,MAR: sin-HKG-ANC-LCK-LUX-OVB-CGO-OVB-lux (LX-OCV),DOM: kmq-ICN-OVB-LUX-ALA-CGO*-OVB-CGO*-ANC-ORD-lux (LX-VCF),DOM: han-HKG-LUX-DWC*-HKG-gyd (LX-VCN),SAB: kmq-ICN-OVB-LUX-PVG*-OVB-PVG-LUX*-OVB-LUX-ala (LX-VCI)
Cargolux,SH,ASIA-EUR,,MAR: dwc-HKG-ANC-ORD-LUX-AMM-BAH*-HKG-ANC-dfw (LX-VCH),DOM: sin-DWC-LUX-BAH*-HKG-anc (LX-VCG),LUN: kul-HKG-ANC-ORD-LUX*-OVB-PVG-LUX*-OVB-LUX-mex (LX-JCV),DOM: lux-OVB*-PVG-OVB-LUX-XCR-LUX-JFK-BGR-lux (LX-ICL)
Cargolux,SH,ASIA-EUR,,MAR: bey-HKG-ANC-MEX-IAH-LUX-HKG-DWC-lux (LX-VCI),DOM: ovb-CGO-OVB-STN-LUX-DWC*-BKK-TPE-OVB-lux (LX-VCJ),LUN: ovb-CGO-ANC-ORD-LUX-CGO*-OVB-CGO-LUX*-OVB-lux (LX-OCV),DOM: tpe-BKK-LUX*-GYD-LUX-DWC-TPE-ICN-LUX*-OVB-lux (LX-VCA)
Cargolux,SH,ASIA-EUR,,MAR: ovb-CGO-ANC-ORD-LUX-OVB-CGO-ANC-ord (LX-WCV),LUN: bkk-HKG-GDL*-ANC-DFW-GDL-MEX-LUX*-DFW-LUX-pek (LX-VCI),LUN: mia-LUX*-HKG-ANC-ORD-LUX-SIN-KUL-CGO*-ANC-ord (LX-VCN),DOM: ovb-PVG-LUX*-OVB-LUX-ALA-CGO*-OVB-CGO-ORD*-ANC-ord (LX-VCI)
Cargolux,SH,ASIA-EUR,,MIE: ovb-CGO-ANC-ORD-LUX-OVB-PVG-OVB-lux (LX-NCL),LUN: ovb-CGO-ANC-ORD-LUX-HKG-ANC-LAX-lux (LX-VCJ),MAR: ovb-CGO-ANC-ORD-LUX-BGR-JFK-MEX-gdl (LX-GCL),DOM: sin-DWC-LUX-HKG*-ANC-ord (LX-VCM)
Cargolux,SH,ASIA-EUR,,MIE: dwc-HKG-ORD*-ANC-JFK-BGR-LUX-AMM-DWC-hkg (LX-VCJ),MAR: bey-HKG-ANC-ORD-LUX-HKG-ORD*-ANC-JFK-bgr (LX-VCD),MAR: sin-HKG-ANC-LAX-LUX-DWC-HKG-ORD*-ANC-jfk (LX-VCC),LUN: ovb-CGO-ANC-ORD-LUX*-OVB-PVG-LUX*-OVB-LUX-mex (LX-KCL)
Cargolux,SH,ASIA-EUR,,MIE: ovb-LUX*-CGO-ANC-ORD-ATL-LUX-CGO-KMQ*-ANC-ord (LX-VCL),MAR: ovb-CGO-ANC-ORD-ATL-LUX-CGO*-OVB-CGO-kmq (LX-VCH),MAR: ovb-CGO-ORD*-ANC-ORD-LUX-HKG*-ANC-LAX-LUX-amm (LX-VCI),LUN: lux-HKG-ANC-LAX*-LUX-HKG-ANC-LAX-LUX-cgo (LX-VCB)
Cargolux,SH,ASIA-EUR,,JUE: amm-BAH*-HKG-ANC-DFW-MIA-LUX-DMM-HKG-anc (LX-VCH),MIE: dwc-HKG-LCK*-ANC-LCK-JFK-LUX-BKK-TPE-ovb (LX-VCG),MIE: ovb-CGO-ANC-ORD-LUX-OVB-CGO-OVB-lux (LX-MCL),LUN: dmm-HKG-LCK*-ANC-LCK-LUX-SIN-KUL-CGO*-ANC-ord (LX-VCD)
Cargolux,SH,ASIA-EUR,,JUE: ovb-CGO-ANC-ORD-LUX-CGO*-OVB-CGO-STN*-OVB-lux (LX-WCV),MIE: lux-HKG-ANC-LAX-LUX-PEK*-OVB-PEK-XMN*-BKK-xmn (LX-VCJ),MIE: dwc-HKG-LCK*-ANC-LCK-JFK-LUX-PEK*-OVB-PEK-xmn (LX-VCG),LUN: bkk-HKG-GDL*-ANC-GDL-MEX-LUX-RUH-DWC-han (LX-VCN)
Cargolux,SH,ASIA-EUR,,VIE: lux-KWI*-HKG-ANC-DFW-ORD-LUX-ASB*-DWC-CGK-hkg (LX-VCC),MIE: kul-CGO-ORD*-ANC-ORD-LUX-DWC-HAN-HKG-gyd (LX-VCM),MIE: ovb-CGO-ANC-ORD-ATL-LUX-DMM-HKG-mex (LX-VCL),MAR: ovb-CGO-ANC-ORD-LUX-OVB-CGO-OVB-lux (LX-GCL)
Cargolux,SH,ASIA-EUR,,VIE: dmm-HKG-MEX*-ANC-DFW-MEX-GDL-DFW-LUX-ovb (LX-VCK),JUE: lux-OVB*-CGO-ANC-ORD-LUX-PVG*-OVB-PVG-LUX*-OVB-lux (LX-UCV),MIE: bkk-HKG-ORD*-ANC-JFK-BGR-LUX-CGO*-OVB-CGO*-ANC-ord (LX-VCM),MAR: ovb-CGO-ORD*-ANC-ORD-LUX*-DWC-HKG-ORD*-ANC-JFK-bgr (LX-VCI)
Cargolux,SH,ASIA-EUR,,SAB: han-HKG-ANC-LCK-LUX-TBS-GYD*-OVB-PVG-lux (LX-UCV),JUE: dwc-HKG-ORD*-ANC-JFK-BGR-LUX-TPE*-GYD-TPE-bkk (LX-VCB),JUE: dwc-HKG-ORD*-ANC-JFK-BGR-LUX-TPE*-GYD-TPE-bkk (LX-VCC),MAR: lux-HKG-ANC-ORD-LUX-HKG*-ANC-ORD-LUX-icn (LX-VCJ)
Cargolux,SH,ASIA-EUR,,SAB: dmm-HKG-ANC-LAX-LUX-ASB*-GYD-tpe (LX-VCH),JUE: lux-HKG-ORD*-ANC-JFK-BGR-LUX-AMM-DWC-hkg (LX-VCD),JUE: bah-HKG-DFW*-ANC-DFW-MIA-LUX-HKG*-ANC-DFW-ord (LX-VCF),MIE: lux-HKG-ANC-LAX-LUX-CGO*-ANC-ORD-LUX-bkk (LX-VCB)
Cargolux,SH,ASIA-EUR,,SAB: dwc-HKG-ANC-JFK-BGR-LUX-HKG-ANC-ord (LX-VCJ),JUE: bah-HKG-DFW*-ANC-DFW-MIA-LUX-DMM-HKG*-ANC-lax (LX-VCL),JUE: kul-HKG-ANC-LCK-LUX-KMQ-ICN-OVB-lux (LX-VCJ),MIE: dwc-HKG-LCK*-ANC-LCK-JFK-LUX-HKG-ANC-ord (LX-VCF)
Cargolux,SH,ASIA-EUR,,DOM: sin-HKG-ORD*-ANC-ORD-LUX-HKG-ANC-ord (LX-VCD),VIE: ovb-CGO-ANC-ORD-LUX-IAH-MEX-GDL-iah (LX-OCV),VIE: dmm-HKG-MEX*-ANC-MEX-GDL*-YQX-LUX-OVB-PVG-ovb (LX-VCL),MIE: ovb-CGO-ANC-ORD-ATL-LUX-DMM-HKG-mex (LX-VCH)
Cargolux,SH,ASIA-EUR,,DOM: mct-HKG-JFK*-ANC-JFK-BGR-LUX-DWC-TPE-bkk (LX-VCG),VIE: lux-HKG-ANC-DFW-ORD-LUX-BKK-HKG*-ANC-dfw (LX-VCC),SAB: dmm-HKG-ANC-LCK-MIA-LUX-BKK-TPE-ovb (LX-VCA),MIE: dwc-HKG-ORD*-ANC-JFK-BGR-LUX-KMQ-ICN-ovb (LX-VCI)
Cargolux,SH,ASIA-EUR,,DOM: dwc-HKG-LCK*-ANC-LCK-MIA-LUX-SEA-YYC-lux (LX-VCI),SAB: han-HKG-ANC-LCK-LUX-OVB-CGO-OVB-lux (LX-ECV),SAB: dwc-HKG-ANC-JFK-BGR-LUX-BKK-HKG-gdl (LX-VCI),MIE: bkk-HKG-ANC-JFK-BGR-LUX-MIA-IAH-lux (LX-VCK)
Cargolux,SH,ASIA-EUR,,LUN: pik-LUX-JFK-BGR-LUX-OVB-CGO-ANC-ord (LX-NCL),SAB: dwc-HKG-ANC-JFK-BGR-LUX-DWC-HKG*-ANC-lck (LX-VCD),DOM: ovb-CGO-ANC-ORD-LUX-JFK-BGR-LUX-dwc (LX-MCL),JUE: ovb-CGO-ANC-ORD-LUX-CGO*-OVB-CGO-STN*-OVB-lux (LX-ICL)
Cargolux,SH,ASIA-EUR,,LUN: pik-LUX-SEA-YYC-LUX-NRT-ICN-LUX*-OVB-lux (LX-VCA),DOM: sin-HKG-ORD*-ANC-ORD-MXP-LUX*-DWC-HKG-ANC-ord (LX-VCH),DOM: sin-HKG-ORD*-ANC-ORD-LUX-BEY-HKG-ANC-ord (LX-VCD),JUE: bah-HKG-DFW*-ANC-DFW-MIA-LUX-KUL-SIN*-HKG-sin (LX-VCM)
Cargolux,SH,ASIA-EUR,,MIE: ovb-LUX-JFK-IAH-MEX-GDL-IAH-LUX-ovb (LX-ECV),DOM: dwc-HKG-LCK*-ANC-LCK-MIA-LUX-TBS-GYD*-OVB-pvg (LX-VCK),DOM: mct-HKG-JFK*-ANC-JFK-BGR-LUX-TBS-GYD*-OVB-pvg (LX-VCK),VIE: lux-HKG-ANC-ORD-LUX-HKG-ANC-LCK-mia (LX-VCF)
Cargolux,SH,ASIA-EUR,,MIE: ovb-LUX-DFW-IAH-PIK-LUX-DMM-HKG-mex (LX-VCK),LUN: ord-LUX-JFK-BGR-LUX-DWC*-KUL-HKG*-DWC-LUX-gig (LX-MCL),LUN: xcr-LUX-JFK-BGR-LUX-GYD*-OVB-PVG-LUX*-OVB-lux (LX-ICL),VIE: dmm-HKG-MEX*-ANC-MEX-GDL-LUX-RUH*-SHJ-DWC-han (LX-VCH)
Cargolux,SH,ASIA-EUR,,JUE: ovb-LUX-ORD-LUX-ovb (LX-RCV),LUN: ovb-LUX-SEA-YYC-LUX-DWC-HKG-LCK*-ANC-lck (LX-VCG),LUN: gyd-LUX-SEA*-LAX-SEA-YYC-LUX-PEK*-OVB-PEK-xmn (LX-VCH),VIE: bkk-HKG-ANC-MIA-LUX*-HKG-ANC-ORD-LUX-sin (LX-VCN)
Cargolux,SH,ASIA-EUR,,JUE: ovb-LUX-MIA-IAH-LUX-BKK-HAN-HKG-anc (LX-UCV),MIE: lux-PIK-LAX-SEA-LUX*-OVB-PVG-LUX*-OVB-LUX-dwc (LX-ECV),MIE: stn-LUX-IND-ORD-LUX-GYD*-DWC-SIN-KUL-lux (LX-UCV),SAB: dmm-HKG-LAX*-ANC-LAX-LUX-BAH-HKG-GYD-bud (LX-VCG)
Cargolux,SH,ASIA-EUR,,JUE: ovb-LUX-IAH-MEX-LAX-PIK-LUX-KMQ-icn (LX-VCA),MIE: ovb-LUX-ORD-ATL-BGR-LUX-OVB-CGO-ovb (LX-ICL),MIE: lux-PIK-LAX-SEA-LUX-DWC-TPE-DWC*-BKK-gyd (LX-VCK),SAB: dwc-HKG-ANC-JFK-BGR-LUX-DMM-HKG*-ANC-lck (LX-VCL)
Cargolux,SH,ASIA-EUR,,SAB: ovb-LUX-ORD-IND-LUX-OVB-PVG-OVB-lux (LX-ECV),MIE: ovb-LUX-JFK-IAH-MEX-GDL-IAH-LUX-ovb (LX-OCV),JUE: ord-LUX-BGR-JFK-MEX-GDL-IAH-LUX-pvg (LX-GCL),DOM: sin-HKG-ORD*-ANC-JFK-BGR-LUX-DWC*-SIN-HKG-anc (LX-VCC)
Cargolux,SH,ASIA-EUR,,SAB: ovb-LUX-LAX-SEA-PIK-LUX-JFK-BGR-lux (LX-GCL),JUE: ovb-LUX-ORD-LUX-dwc (LX-JCV),JUE: ovb-LUX-MEX-LAX-PIK-LUX-DMM-HKG-anc (LX-VCA),DOM: lux-HKG-ANC-LCK-MIA-LUX-DWC*-BKK-TPE*-OVB-lux (LX-VCF)
Cargolux,SH,ASIA-EUR,,SAB: ovb-LUX-BGR-ATL-ORD-LUX-OVB-CGO-anc (LX-NCL),JUE: dwc-LUX-IAH-MEX-LAX-PIK-LUX-BKK-sgn (LX-RCV),SAB: vcp-LUX-BGR-ATL-ORD-LUX-OVB-CGO-ovb (LX-KCL),DOM: mct-HKG-JFK*-ANC-JFK-BGR-LUX-TBS-GYD*-OVB-pvg (LX-VCJ)
Cargolux,SH,ASIA-EUR,,DOM: ovb-LUX-MIA*-MSY-IAH-PIK-LUX-ovb (LX-ICL),SAB: dwc-LUX-BGR-ATL-ORD-LUX-OVB-CGO-anc (LX-GCL),SAB: dwc-LUX-LAX-SEA-PIK-LUX-OVB-PVG-ovb (LX-UCV),LUN: pik-LUX-JFK-BGR-LUX-OVB*-PVG-OVB*-BCN-LUX-ala (LX-UCV)
Cargolux,SH,ASIA-EUR,,DOM: ovb-LUX-IAH-MEX-GDL-IAH-LUX-OVB-pvg (LX-LCL),SAB: ovb-LUX-ORD-IND-LUX-PVG*-OVB-PVG-LUX*-OVB-lux (LX-ICL),SAB: ovb-LUX-ORD-IND-LUX-KWI-DWC-HKG-dwc (LX-WCV),MAR: dwc-LUX-SEA-YYC-LUX-OVB-PVG-OVB-bcn (LX-LCL)
Cargolux,SH,ASIA-EUR,,DOM: ovb-LUX-LAX-MXP-lux (LX-WCV),SAB: lux-LAX-SEA-PIK-LUX-JFK-BGR-lux (LX-NCL),DOM: gyd-LUX-IAH-MEX-GDL-IAH-LUX-BKK-dwc (LX-ECV),MIE: lux-PIK-LAX-SEA-LUX-DWC-HAN-HKG-vie (LX-JCV)
Cargolux,SH,ASIA-EUR,,,SAB: dwc-LUX-DFW-MEX-DFW-LUX-OVB-CGO-anc (LX-WCV),DOM: ovb-LUX-LAX-MXP-lux (LX-GCL),MIE: ovb-LUX-DFW-IAH-PIK-LUX-GYD-SIN-kul (LX-WCV)
Cargolux,SH,ASIA-EUR,,,DOM: ord-LUX-IAH-MEX-GDL-IAH-LUX-DWC-sin (LX-OCV),DOM: ovb-LUX-MEX-DFW-LUX-CGO*-OVB-CGO-LUX*-OVB-lux (LX-JCV),JUE: ovb-LUX-MEX-LAX-PIK-LUX-DMM-HKG-lax (LX-VCG)
Cargolux,SH,ASIA-EUR,,,DOM: dfw-LUX-MIA-IAH-PIK-LUX-SEA-YYC-lux (LX-VCA),DOM: bud-LUX-ORD-MXP-lux (LX-OCV),JUE: bgr-LUX-MIA-IAH-LUX-HKG*-FAI-ANC-DFW-ord (LX-VCK)
Cargolux,SH,ASIA-EUR,,,DOM: gyd-LUX-LAX-MXP-lux (LX-VCB),DOM: gyd-LUX-MIA-IAH-PIK-LUX-DOH-BKK-hkg (LX-VCC),SAB: ovb-LUX-MEX-DFW-LUX-OVB-CGO-OVB-lux (LX-KCL)
Cargolux,SH,ASIA-EUR,,,,,SAB: gyd-LUX-BGR-ATL-ORD-LUX-OVB-CGO-anc (LX-OCV)
Cargolux,SH,ASIA-EUR,,,,,SAB: ovb-LUX-ORD-IND-LUX-OVB-PVG-OVB-lux (LX-UCV)
Cargolux,SH,ASIA-EUR,,,,,SAB: dwc-LUX-LAX-SEA-PIK-LUX-ORD-LUX-hkg (LX-WCV)
Cargolux,SH,ASIA-EUR,,,,,DOM: ovb-LUX-MEX-GDL-IAH-LUX-OVB-CGO-ovb (LX-MCL)
Cargolux,SH,ASIA-EUR,,,,,DOM: dwc-LUX-SJU-IAH-PIK-LUX-DOH-BKK-hkg (LX-VCD)
Cargolux,SH,ASIA-EUR,,,,,DOM: pik-LUX-ORD-LUX-hkg (LX-WCV)
CargoluxItalia,SH,ASIA-EUR,LUN: ovb-CGO-MXP*-OVB-MXP-lux (LX-SCV),MAR: dwc-HKG-MXP*-OVB-MXP-NRT*-OVB-NRT-HKG-OVB-mxp (LX-SCV),LUN: ovb-CGO-OVB-MXP-OVB-CGO-OVB-MXP-zaz (LX-TCV),LUN: ovb-CGO-MXP*-OVB-MXP-LUX-MXP-ICN*-OVB-CGO-mxp (LX-SCV),LUN: ovb-CGO-MXP*-OVB-MXP-LUX-MXP-DWC-HKG*-OVB-mxp (LX-VCV)
CargoluxItalia,SH,ASIA-EUR,MAR: dwc-HKG-MXP*-OVB-mxp (LX-TCV),MAR: hkg-DWC-LUX-MXP*-OVB-CGO*-OVB-MXP-LUX-MXP-ovb (LX-TCV),MAR: dwc-HKG-MXP*-OVB-MXP-LUX-IND-ORD-LUX-mxp (LX-SCV),LUN: ovb-CGO-OVB-MXP-ZAZ-MXP-HKG-DWC-lux (LX-TCV),LUN: hkg-DWC-LUX-SJU-IAH-ATL-LUX-ORD-lux (LX-YCV)
CargoluxItalia,SH,ASIA-EUR,LUN: bgr-LUX-ORD-LUX-mxp (LX-VCV),MIE: nrt-HKG-OVB-MXP-LUX-ORD-ATL-BGR-lux (LX-VCV),MAR: ovb-CGO-OVB-MXP-ZAZ*-OVB-NRT-HKG-OVB-mxp (LX-TCV),MAR: dwc-HKG-MXP*-OVB-MXP-LUX-DFW-IAH-PIK-lux (LX-YCV),MAR: hkg-DWC-LUX-MXP*-OVB-CGO*-MXP-LUX-ORD-ATL-bgr (LX-TCV)
CargoluxItalia,SH,ASIA-EUR,,MIE: hkg-DWC-LUX-IND-ORD-LUX-ORD-LUX-mxp (LX-YCV),MIE: ovb-CGO-MXP*-OVB-MXP-LUX-MIA-IAH-LUX-mxp (LX-YCV),MIE: ovb-CGO-MXP*-OVB-MXP-LUX-ORD-ATL-BGR-lux (LX-SCV),JUE: mxp-OVB*-CGO-OVB-MXP-OVB-CGO-OVB-MXP-zaz (LX-SCV)
CargoluxItalia,SH,ASIA-EUR,,JUE: nrt-HKG-OVB-MXP-LUX-IND-LAX-YYC-lux (LX-SCV),JUE: nrt-HKG-OVB-MXP-LUX-MXP-OVB-CGO-ovb (LX-TCV),MIE: hkg-DWC-LUX-MXP-OVB-CGO-OVB-MXP-zaz (LX-TCV),VIE: ovb-CGO-OVB-MXP-ZAZ-MXP-OVB-CGO-ovb (LX-SCV)
CargoluxItalia,SH,ASIA-EUR,,VIE: mxp-OVB*-CGO-OVB-MXP-LUX-MXP-NRT*-OVB-NRT-hkg (LX-TCV),SAB: nrt-HKG-OVB-MXP-ICN*-OVB-CGO-MXP*-OVB-MXP-lux (LX-SCV),MIE: hkg-DWC-LUX-MXP-KWI-HKG-OVB-MXP-lux (LX-VCV),VIE: kwi-HKG-OVB-MXP-LUX-IND-LAX-YYC-lux (LX-VCV)
CargoluxItalia,SH,ASIA-EUR,,SAB: nrt-HKG-OVB-MXP-JFK-LUX*-BGR-LUX-ORD-lux (LX-VCV),SAB: ovb-CGO-OVB-MXP-ZAZ-LUX-ORD-LUX-hkg (LX-TCV),JUE: ovb-CGO-OVB-MXP-ZAZ-MXP-OVB-CGO-ovb (LX-TCV),SAB: ovb-CGO-OVB-MXP-LUX-MXP-OVB-CGO-mxp (LX-SCV)
CargoluxItalia,SH,ASIA-EUR,,DOM: nrt-HKG-OVB-MXP-LUX-MXP-DWC-HKG-mxp (LX-TCV),DOM: ovb-CGO-MXP*-OVB-MXP-LUX-MXP-DWC-HKG-mxp (LX-SCV),JUE: kwi-HKG-OVB-MXP-LUX-MXP-KWI-HKG-ovb (LX-VCV),SAB: kwi-HKG-OVB-MXP-JFK*-BGR-LUX-MXP-OVB-cgo (LX-TCV)
CargoluxItalia,SH,ASIA-EUR,,MIE: dwc-LUX-IND-ORD-LUX-ORD-LUX-MXP-ovb (LX-YCV),LUN: mxp-LUX-SJU-IAH-ATL-LUX-DFW-IAH-pik (LX-VCV),SAB: ovb-CGO-OVB-MXP-ZAZ-MXP-OVB-CGO-ovb (LX-TCV),DOM: kwi-HKG-OVB-MXP-DWC-HKG-MXP*-OVB-MXP-lux (LX-YCV)
CargoluxItalia,SH,ASIA-EUR,,JUE: mxp-LUX-ORD-ATL-BGR-LUX-MXP-OVB-nrt (LX-VCV),MIE: mxp-LUX-IND-ORD-LUX-MXP-OVB-NRT-hkg (LX-SCV),SAB: kwi-HKG-OVB-MXP-ICN*-OVB-CGO-MXP*-OVB-MXP-lux (LX-VCV),MAR: dwc-LUX-SJU-IAH-ATL-LUX-ORD-LUX-ind (LX-YCV)
CargoluxItalia,SH,ASIA-EUR,,JUE: ord-LUX-ORD-LUX-mxp (LX-YCV),MIE: atl-LUX-DFW-IAH-PIK-LUX-IND-LAX-yyc (LX-VCV),DOM: nrt-HKG-OVB-MXP-LUX-MXP-DWC-HKG-mxp (LX-SCV),MIE: atl-LUX-ORD-LUX-ind (LX-YCV)
CargoluxItalia,SH,ASIA-EUR,,VIE: mxp-LUX-IND-LAX-YYC-LUX-MXP-ICN*-OVB-cgo (LX-SCV),JUE: mxp-LUX-MIA-IAH-LUX-MXP-JFK-BGR-lux (LX-YCV),DOM: ovb-CGO-MXP*-OVB-MXP-LUX-SJU-IAH-ATL-lux (LX-VCV),JUE: mxp-LUX-ORD-ATL-BGR-LUX-MXP-KWI-hkg (LX-TCV)
CargoluxItalia,SH,ASIA-EUR,,SAB: ovb-MXP-JFK-LUX*-BGR-lux (LX-VCV),VIE: pik-LUX-IND-LAX-YYC-LUX-MXP-NRT*-OVB-nrt (LX-VCV),MIE: mxp-LUX-DFW-IAH-PIK-LUX-ORD-LUX-mxp (LX-YCV),JUE: ord-LUX-IND-ORD-LUX-DWC-KUL-HKG-dwc (LX-YCV)
CargoluxItalia,SH,ASIA-EUR,,DOM: zaz-LUX-SJU-IAH-ATL-lux (LX-YCV),SAB: lux-MXP-JFK-BGR-LUX-SJU-IAH-ATL-lux (LX-YCV),JUE: mxp-LUX-ORD-ATL-BGR-LUX-IND-LAX-lux (LX-SCV),SAB: mxp-LUX-IND-LAX-YYC-LUX-MIA-IAH-atl (LX-VCV)
CargoluxItalia,SH,ASIA-EUR,,,DOM: zaz-LUX-ORD-LUX-hkg (LX-TCV),JUE: pik-LUX-ORD-LUX-mxp (LX-YCV),DOM: ovb-MXP-JFK*-BGR-LUX-mxp (LX-TCV)
CargoluxItalia,SH,ASIA-EUR,,,DOM: bgr-LUX-SJU-IAH-ATL-LUX-HKG-DWC-lux (LX-YCV),VIE: bgr-LUX-IND-LAX-LUX-MXP-NRT*-OVB-NRT-hkg (LX-SCV),DOM: yyc-LUX-MIA-IAH-ATL-LUX-BEY-HKG-dwc (LX-VCV)
CargoluxItalia,SH,ASIA-EUR,,,,SAB: lux-MXP-JFK-BGR-LUX-MXP-ICN*-OVB-CGO-mxp (LX-YCV),
CathayPacific,SH,ASIA-EUR,LUN: jfk-HKG-CDG-hkg (B-KPT),LUN: ams-HKG-AMS-HKG-cdg (B-KPL),LUN: syd-HKG-AMS-HKG-jfk (B-KPL),MIE: sgn-HKG-FRA-HKG-ams (B-KPA),LUN: hkg-CDG-HKG-lax (B-KQI)
CathayPacific,SH,ASIA-EUR,LUN: fra-HKG-AMS-hkg (B-KPU),LUN: bne-HKG-FRA-HKG-cdg (B-KPQ),LUN: sgn-HKG-CDG-HKG-ord (B-KPU),MIE: hkg-LAX*-HKG-AMS-HKG-syd (B-KQQ),LUN: cgk-HKG-FRA-HKG-yyz (B-LXL)
CathayPacific,SH,ASIA-EUR,LUN: lhr-HKG-FRA-hkg (B-KQK),LUN: lhr-HKG-LHR-HKG-lhr (B-LXB),LUN: lax-HKG-FRA-HKG-lhr (B-KPV),MIE: lax-HKG-LHR-HKG-syd (B-KQR),MAR: lax-HKG-LHR-HKG-lhr (B-KPF)
CathayPacific,SH,ASIA-EUR,LUN: lhr-HKG-LHR-hkg (B-LXC),LUN: bkk-HKG-LHR-HKG-syd (B-LXH),LUN: tpe-HKG-LHR-HKG-akl (B-LXG),MIE: hkg-DEL-FRA*-CDG-DEL-hkg (B-LID),MAR: xmn-HKG-FRA-HKG-ord (B-KPR)
CathayPacific,SH,ASIA-EUR,LUN: lax-HKG-LHR-hkg (B-LXF),MAR: ord-HKG-FRA-HKG-ord (B-KPE),LUN: hkg-AKL*-HKG-LHR-HKG-cgk (B-LXJ),MIE: syd-HKG-LHR-HKG-sgn (B-LRX),MAR: syd-HKG-CDG-HKG-lhr (B-LRM)
CathayPacific,SH,ASIA-EUR,LUN: ord-HKG-JFK-hkg (B-KPE),MAR: cdg-HKG-AMS-HKG-cdg (B-KPO),MAR: sfo-HKG-LHR-HKG-jfk (B-KPJ),MIE: tpe-HKG-LHR-HKG-lhr (B-LXA),MAR: akl-HKG-LHR-HKG-tpe (B-LXA)
CathayPacific,SH,ASIA-EUR,LUN: lax-HKG-LAX-hkg (B-KQA),MAR: lax-HKG-CDG-hkg (B-KPX),MAR: lax-HKG-CDG-HKG-lax (B-KPX),JUE: syd-HKG-LHR-HKG-syd (B-KQA),MIE: hkg-DEL-FRA-AMS-DEL-HKG-HAN-HKG-cgo (B-LIE)
