Competidor,Haul,OrgDesCont,22,21,20,19,18
AeroLogic,SH,ASIA-EUR,,MIE: pvg-ICN-LEJ-NRT-hkg (D-AALD),MIE: bah-HKG-CGN*-LEJ-DXB-hkg (D-AALC),MAR: nrt-HKG*-DXB-LEJ-EMA-LEJ-PVG-ICN-LEJ-nrt (D-AALN),MIE: hkg-DXB-LEJ-SIN-hkg (D-AALD)
AeroLogic,SH,ASIA-EUR,,MIE: bah-HKG-CGN-LEJ-PVG-ICN-FRA-YYZ-iah (D-AALF),MIE: hkg-DXB-LEJ-EMA-LEJ-ICN-HKG-CVG-lej (D-AALI),MIE: icn-HKG-LEJ-DEL-hkg (D-AALG),MIE: icn-HKG-CGN*-LEJ-SIN-hkg (D-AALE)
AeroLogic,SH,ASIA-EUR,,MIE: bah-HKG-LEJ-PVG-icn (D-AALI),MIE: pvg-ICN-LEJ-NRT-hkg (D-AALK),MIE: bkk-HKG-LEJ-ICN-hkg (D-AALI),MIE: icn-PVG-LEJ-BAH-hkg (D-AALJ)
AeroLogic,SH,ASIA-EUR,,MIE: nrt-HKG-LEJ-BAH-hkg (D-AALK),JUE: pvg-ICN-LEJ-FRA-YYZ-IAH-FRA-BKK-sgn (D-AALA),MIE: icn-HKG-LEJ-DXB-hkg (D-AALJ),MIE: pvg-ICN-LEJ-NRT-hkg (D-AALK)
AeroLogic,SH,ASIA-EUR,,JUE: bkk-BLR-LEJ-SIN-hkg (D-AALA),JUE: dxb-HKG-CGN-LEJ-BAH-HKG-DEL-LEJ-ema (D-AALD),MIE: pvg-ICN-LEJ-NRT-hkg (D-AALN),JUE: icn-PVG-LEJ-FRA*-SEA-LAX-FRA-ORD-FRA-mex (D-AALB)
AeroLogic,SH,ASIA-EUR,,JUE: sin-HKG-CGN*-LEJ-BAH-hkg (D-AALB),JUE: sin-HKG-LEJ-SIN-hkg (D-AALE),JUE: sin-HKG-LEJ-ICN-hkg (D-AALC),JUE: sin-HKG-LEJ-PVG-icn (D-AALD)
AeroLogic,SH,ASIA-EUR,,JUE: nrt-HKG-LEJ-FRA-SEA-LAX-FRA-MEX-gdl (D-AALG),JUE: hkg-DXB-LEJ-EMA-LEJ-SIN-BKK*-BLR-BLR*-FRA-ord (D-AALF),JUE: bkk-HKG-LEJ-PVG-icn (D-AALD),JUE: bah-HKG-LEJ-DXB-hkg (D-AALF)
AeroLogic,SH,ASIA-EUR,,JUE: hkg-DXB-LEJ-EMA-LEJ-ICN-HKG-LEJ-nrt (D-AALH),JUE: bkk-BLR-LEJ-BRU-LEJ-FRA-SEA-LAX-fra (D-AALH),JUE: nrt-HKG-LEJ-FRA-SEA-LAX-FRA*-IAH-MEX-gdl (D-AALH),JUE: hkg-DXB-LEJ-EMA-LEJ-ICN-HKG-LEJ-nrt (D-AALG)
AeroLogic,SH,ASIA-EUR,,JUE: pvg-ICN-LEJ-FRA-YYZ-IAH-FRA-ORD-fra (D-AALI),VIE: hkg-DEL-LEJ-PVG-icn (D-AALB),JUE: icn-HKG-LEJ-BAH-hkg (D-AALI),JUE: nrt-SZX-LEJ*-CVG-LEJ-ICN-HKG-LEJ-EMA-lej (D-AALH)
AeroLogic,SH,ASIA-EUR,,JUE: sin-HKG-LEJ-SIN-bkk (D-AALN),VIE: sin-HKG-LEJ-CVG-LEJ-HKG-CVG-LEJ-sin (D-AALE),JUE: hkg-DXB-LEJ-EMA-LEJ-SIN-BKK-HKG-fra (D-AALK),JUE: bkk-HKG-LEJ-ICN-pvg (D-AALN)
AeroLogic,SH,ASIA-EUR,,VIE: sin-HKG-LEJ-CVG-LEJ-PVG-ICN-LEJ-nrt (D-AALA),VIE: hkg-DXB-LEJ-FRA-MEX-DFW-FRA*-YYZ-DFW-fra (D-AALG),VIE: sin-HKG-LEJ*-CVG-LEJ-PVG-ICN-LEJ-NRT-hkg (D-AALA),VIE: bkk-HKG-LEJ-ICN-pvg (D-AALC)
AeroLogic,SH,ASIA-EUR,,VIE: nrt-HKG-LEJ-ICN-hkg (D-AALD),VIE: bom-HKG-FRA-MAA-hkg (D-AALJ),VIE: icn-HKG-LEJ-NRT-hkg (D-AALC),VIE: sin-HKG-LEJ-PVG-icn (D-AALE)
AeroLogic,SH,ASIA-EUR,,VIE: bkk-BLR-LEJ-SIN-bkk (D-AALE),VIE: nrt-HKG-LEJ-ICN-hkg (D-AALK),VIE: pvg-ICN-FRA-YYZ-IAH-SVG-FRA-TAS-hkg (D-AALD),VIE: icn-HKG-LEJ-NRT-hkg (D-AALG)
AeroLogic,SH,ASIA-EUR,,VIE: pvg-ICN-FRA-YYZ-IAH-SVG-FRA-TAS-hkg (D-AALF),VIE: bkk-BLR-LEJ-DXB-hkg (D-AALN),VIE: hkg-DEL-LEJ-SIN-bkk (D-AALE),VIE: hkg-DXB-LEJ-FRA-ORD-FRA-BKK-SGN-fra (D-AALJ)
AeroLogic,SH,ASIA-EUR,,VIE: icn-HKG-LEJ-NRT-hkg (D-AALH),SAB: pvg-ICN-LEJ-BAH-hkg (D-AALB),VIE: fra-HKG-FRA-MAA-hkg (D-AALF),VIE: nrt-HKG-LEJ-DXB-hkg (D-AALK)
AeroLogic,SH,ASIA-EUR,,VIE: hkg-DXB-LEJ-FRA-MEX-DFW-FRA*-YYZ-DFW-fra (D-AALK),SAB: maa-HKG-FRA-MEX-DFW-FRA*-YYZ-IAH-FRA-mex (D-AALJ),VIE: hkg-DXB-LEJ*-FRA-MEX-DFW-FRA*-YYZ-DFW-FRA-lej (D-AALG),VIE: icn-PVG-LEJ-SIN-bkk (D-AALN)
AeroLogic,SH,ASIA-EUR,,SAB: icn-HKG-LEJ-EMA-LEJ-NRT-HKG-DXB-lej (D-AALD),SAB: icn-HKG-LEJ-EMA-LEJ-PVG-ICN-LEJ-nrt (D-AALK),VIE: nrt-HKG-LEJ-DXB-hkg (D-AALN),SAB: bkk-HKG-FRA-ORD-FRA-SIN-BKK*-HKG-LEJ*-BKK-hkg (D-AALA)
AeroLogic,SH,ASIA-EUR,,SAB: bkk-BLR-FRA-BKK-sgn (D-AALN),DOM: bkk-SGN-FRA-LEJ-NRT-HKG-LEJ-SIN-bkk (D-AALA),SAB: maa-HKG-FRA-LEJ-EMA-LEJ-ICN-HKG-cvg (D-AALF),SAB: icn-PVG-LEJ-DXB-hkg (D-AALC)
AeroLogic,SH,ASIA-EUR,,DOM: hkg-DEL-LEJ-HKG*-LEJ-sin (D-AALB),DOM: hkg-DEL-LEJ-EMA-LEJ-ICN-HKG-CVG-lej (D-AALD),SAB: bkk-HKG-FRA-BKK-sgn (D-AALK),SAB: pvg-ICN-LEJ-HKG-lej (D-AALE)
AeroLogic,SH,ASIA-EUR,,DOM: bkk-BLR-LEJ-PVG-icn (D-AALE),DOM: bkk-BLR-LEJ-HKG-lej (D-AALI),DOM: nrt-HKG-LEJ-BAH-hkg (D-AALC),SAB: icn-HKG-LEJ-EMA-LEJ-PVG-ICN-LEJ-nrt (D-AALH)
AeroLogic,SH,ASIA-EUR,,DOM: nrt-HKG-LEJ*-DXB-HKG-CGN-LEJ-EMA-lej (D-AALH),DOM: hkg-DXB-LEJ-DXB-hkg (D-AALN),DOM: bkk-HKG-LEJ-HKG-lej (D-AALE),DOM: bkk-SGN-FRA-LEJ-NRT*-HKG-LEJ-ICN-HKG-lej (D-AALJ)
AeroLogic,SH,ASIA-EUR,,DOM: bkk-SGN-FRA-LEJ-NRT-HKG-LEJ-dxb (D-AALN),LUN: icn-HKG-CVG-LEJ-DXB-HKG-DXB-LEJ-ema (D-AALF),DOM: hkg-DEL-LEJ-EMA-LEJ-DXB-HKG-DXB-lej (D-AALI),DOM: hkg-DXB-LEJ-EMA-LEJ-PVG-ICN-LEJ-dxb (D-AALK)
AeroLogic,SH,ASIA-EUR,,LUN: icn-HKG-CVG-LEJ-PVG-ICN-LEJ-NRT-hkg (D-AALD),MAR: bah-HKG-CVG-LEJ-SIN-BKK-BLR-LEJ-dxb (D-AALN),DOM: bkk-SGN-FRA-LEJ-NRT-HKG-LEJ-PVG-icn (D-AALK),DOM: bkk-HKG-LEJ-NRT-hkg (D-AALN)
AeroLogic,SH,ASIA-EUR,,MIE: icn-HKG-CVG-LEJ-DXB-HKG-DXB*-FRA-LAX-fra (D-AALC),JUE: icn-HKG-CVG-LEJ-SIN-BKK-BLR-LEJ-hkg (D-AALI),MIE: iah-FRA-MEX-GDL-FRA-ORD-DFW-FRA-ord (D-AALB),DOM: nrt-HKG-CVG-LEJ-ICN-HKG-LEJ-DEL-hkg (D-AALG)
AeroLogic,SH,ASIA-EUR,,MAR: cgn-LEJ-CVG-LEJ-sin (D-AALB),DOM: lej-HKG-CVG-LEJ-SIN-BKK*-BLR-LEJ-SIN-bkk (D-AALE),MIE: sgn-FRA-SEA-LAX-FRA-HKG-FRA-MAA-hkg (D-AALF),MAR: dfw-FRA-YYZ-IAH-FRA-MEX-GDL-FRA-ord (D-AALI)
AeroLogic,SH,ASIA-EUR,,MIE: iah-FRA-MEX-GDL-FRA-ORD-DFW-FRA-ord (D-AALJ),MIE: sgn-FRA-SEA-LAX-FRA*-BOM-HKG-FRA-MAA-hkg (D-AALJ),JUE: gdl-FRA-ORD-DFW-FRA-ORD-FRA-LAX-fra (D-AALB),MIE: iah-FRA-MEX-GDL-FRA-ORD-DFW-FRA*-ORD-fra (D-AALI)
AeroLogic,SH,ASIA-EUR,,VIE: lej-FRA-SEA-LAX-FRA-MEX-GDL-FRA-sin (D-AALG),VIE: lej-FRA-YYZ-IAH-FRA-BKK-SGN-FRA-lej (D-AALA),VIE: dxb-LEJ*-FRA-MEX-DFW-FRA*-YYZ-DFW-FRA-LEJ-icn (D-AALG),VIE: gdl-FRA-ORD-DFW-FRA*-ORD-FRA-LAX-FRA-ema (D-AALI)
AeroLogic,SH,ASIA-EUR,,VIE: lej-FRA-YYZ-IAH-FRA-ORD-FRA-BOM-hkg (D-AALI),VIE: lej-FRA-MEX-DFW-FRA*-YYZ-DFW-FRA-LEJ-pvg (D-AALG),VIE: lej-FRA-SEA-LAX-FRA*-IAH-MEX-GDL-FRA-sin (D-AALH),VIE: lej-FRA-ORD-FRA-bkk (D-AALJ)
AeroLogic,SH,ASIA-EUR,,VIE: gdl-FRA-ORD-DFW-FRA-ORD-FRA-LAX-fra (D-AALJ),VIE: lej-FRA-SEA-LAX-FRA-MEX-GDL-FRA-tas (D-AALH),SAB: dfw-FRA-ORD-FRA-lax (D-AALB),SAB: hkg-FRA-ORD-FRA-sin (D-AALA)
AeroLogic,SH,ASIA-EUR,,VIE: lej-FRA-MEX-DFW-FRA*-YYZ-DFW-FRA*-LEJ-BAH-hkg (D-AALK),SAB: hkg-DXB*-FRA-LAX-FRA-lej (D-AALC),SAB: icn-FRA-YYZ-IAH-SVG-FRA-TAS-HKG-dxb (D-AALD),SAB: lax-FRA-ORD-FRA-mex (D-AALB)
AeroLogic,SH,ASIA-EUR,,SAB: hkg-LEJ-CVG-LEJ-pvg (D-AALA),SAB: hkg-LEJ-CVG-LEJ-hkg (D-AALE),SAB: hkg-DXB*-FRA-LAX-FRA*-ORD-fra (D-AALJ),SAB: hkg-DXB*-FRA-LAX-FRA-ord (D-AALF)
AeroLogic,SH,ASIA-EUR,,SAB: hkg-DXB*-FRA-LAX-FRA-ord (D-AALC),SAB: blr-BLR*-FRA-ORD-FRA-sin (D-AALF),DOM: ord-FRA-LAX-FRA-ema (D-AALB),DOM: ord-FRA-MEX-DFW-FRA*-YYZ-IAH-FRA-MEX-gdl (D-AALB)
AeroLogic,SH,ASIA-EUR,,SAB: icn-FRA-YYZ-IAH-SVG-FRA-TAS-HKG-del (D-AALF),SAB: lax-FRA-MEX-GDL-FRA-TAS-HKG-DEL-lej (D-AALH),,DOM: lax-FRA-ORD-FRA-maa (D-AALF)
AeroLogic,SH,ASIA-EUR,,SAB: lax-FRA-MEX-GDL-FRA-SIN-BKK-BLR*-LEJ-pvg (D-AALG),DOM: hkg-FRA-MEX-DFW-FRA*-YYZ-IAH-FRA-MEX-gdl (D-AALJ),,DOM: ord-FRA-LAX-FRA-ema (D-AALI)
AeroLogic,SH,ASIA-EUR,,SAB: iah-FRA-ORD-FRA-bom (D-AALI),,,
AeroLogic,SH,ASIA-EUR,,SAB: dfw-FRA-ORD-FRA-lax (D-AALJ),,,
AeroLogic,SH,ASIA-EUR,,DOM: lax-FRA-ORD-FRA-maa (D-AALC),,,
AeroLogic,SH,ASIA-EUR,,DOM: ord-FRA-LAX-FRA-lej (D-AALJ),,,
AeroMexico,LH,ASIA-NAM,,JUE: nrt-PVG-MEX-SCL-mex (XA-ADL),LUN: nrt-PVG-MEX*-PVG-MEX-NRT-PVG-MEX-SCL-mex (XA-ADD),JUE: nrt-PVG-MEX-SDQ*-GRU-MEX-NRT-PVG-MEX*-PVG-mex (XA-ADD),MAR: nrt-PVG-MEX-AMS-MEX-FOR-MEX-SCL-mex (XA-MFG)
AeroMexico,LH,ASIA-NAM,,VIE: pvg-MEX-SCL-mex (XA-ADL),MIE: nrt-PVG-MEX-SCL-MEX-NRT-PVG-MEX-lim (XA-ADD),SAB: mex-ICN-MEX-EZE-mex (N966AM),VIE: nrt-PVG-MEX-SCL-MEX-MAD-MEX-NRT-pvg (N446AM)
AeroMexico,LH,ASIA-NAM,,SAB: icn-MEX-EZE-mex (N966AM),DOM: nrt-PVG-MEX-SCL-MEX-NRT-PVG-MEX-nrt (XA-ADG),DOM: nrt-PVG-MEX-SCL-MEX-NRT*-PVG-MEX*-PVG-MEX-nrt (XA-ADH),DOM: mex-NRT*-PVG-MEX-GRU-MEX-NRT-PVG-MEX-cun (XA-ADL)
AeroMexico,LH,ASIA-NAM,,SAB: tij-MEX-CTG-EZE-CTG-mex (XA-AMC),MIE: pvg-MEX-SCL-MEX-nrt (XA-ADD),LUN: pvg-MEX-GRU-MEX-nrt (XA-ADL),LUN: mex-CDG-MEX-EZE-MEX-NRT-PVG-MEX-ams (N183AM)
AeroMexico,LH,ASIA-NAM,,,DOM: pvg-MEX-SCL-MEX-nrt (XA-ADG),DOM: pvg-MEX-SCL-MEX-nrt (XA-ADH),SAB: mex-AMS-MEX-FOR-MEX-SCL-MEX-SDQ-mex (XA-MFG)
AeroMexico,LH,ASIA-NAM,,,,DOM: for-MEX-SCL-MEX-sdq (XA-MFG),MIE: cdg-MEX-EZE-MEX-nrt (N183AM)
AeroMexico,LH,ASIA-NAM,,,,,VIE: pvg-MEX-SCL-MEX-mad (N446AM)
AeroMexico,SH,ASIA-NAM,LUN: nrt-SZX-MEX-ywg (N183AM),LUN: nrt-PVG-MEX*-PVG-MEX*-CFB-MEX-MAD-MEX-nrt (N128AM),LUN: nrt-PVG-MEX-NRT-pvg (N128AM),LUN: nrt-PVG-MEX-tij (N782AM),LUN: nrt-PVG-MEX-SJO-MEX-NRT-PVG-MEX-sdq (XA-ADC)
AeroMexico,SH,ASIA-NAM,LUN: nrt-PVG-MEX-LIM-mex (XA-ADD),LUN: pvg-MEX*-PVG-MEX*-CFB-MEX-MAD-MEX-nrt (N128AM),LUN: pvg-MEX*-PVG-MEX-NRT-pvg (XA-ADD),LUN: nrt-PVG-MEX-MTY*-GDL-MEX-NRT-PVG-MEX*-GUA-mex (XA-ADC),LUN: nrt-PVG-MEX-NRT*-MEX-nrt (XA-ADH)
AeroMexico,SH,ASIA-NAM,LUN: mex-MAD-MEX-nrt (N128AM),LUN: nrt-PVG-MEX-NRT-pvg (XA-ADH),MAR: nrt-PVG-MEX-NRT-pvg (N965AM),LUN: nrt-PVG-MEX-NRT-pvg (XA-AMX),LUN: nrt-PVG-MEX*-GUA-MEX-NRT-PVG-MEX-NRT*-PVG-mex (XA-ADL)
AeroMexico,SH,ASIA-NAM,LUN: pvg-MEX-LIM-mex (XA-ADC),MAR: nrt-PVG-MEX-NRT*-PVG-mex (XA-ADD),MAR: nrt-PVG-MEX-NRT-pvg (XA-ADG),MAR: nrt-PVG-MEX-NRT-pvg (XA-ADD),MAR: nrt-PVG-MEX-KIN-MEX-MAD-MEX-NRT-pvg (N128AM)
AeroMexico,SH,ASIA-NAM,MAR: pvg-MEX-LIM-mex (XA-ADD),MAR: nrt-PVG-MEX-TIJ*-NRT-PVG-MEX-NRT-PVG-mex (XA-AMX),MAR: nrt-PVG-MEX-NRT-pvg (XA-AMX),MAR: nrt-PVG-MEX-TIJ*-NRT-PVG*-TIJ-NRT*-PVG-MEX-NRT-pvg (XA-ADG),MAR: nrt-PVG-MEX-NRT*-PVG-mex (N967AM)
AeroMexico,SH,ASIA-NAM,,MIE: nrt-PVG-MEX-LIM-MEX-NRT-PVG-MEX-lim (XA-ADC),MIE: tij-NRT*-PVG-MEX-TIJ*-NRT-PVG*-TIJ-NRT*-PVG-MEX-TIJ-nrt (XA-ADL),MIE: mex-ICN-MEX-NRT-pvg (N967AM),MAR: mex-NRT-MEX-NRT-mex (XA-AMX)
AeroMexico,SH,ASIA-NAM,,MIE: nrt-PVG-MEX-NRT-pvg (XA-ADG),MIE: nrt-PVG-MEX-CUN-MEX-NRT-PVG-MEX-sap (XA-AMR),MIE: nrt-PVG-MEX-NRT-pvg (XA-ADH),MIE: nrt-PVG-MEX-NRT-pvg (XA-ADD)
AeroMexico,SH,ASIA-NAM,,JUE: mex-NRT*-PVG-MEX-NRT-pvg (XA-ADD),JUE: nrt-PVG-MEX-MEX-NRT-SZX-mex (N446AM),MIE: nrt-PVG-MEX-CUN-MEX-NRT-PVG-MEX-nrt (XA-ADL),JUE: nrt-PVG-MEX-SDQ-MEX-NRT-PVG-MEX-mty (XA-ADC)
AeroMexico,SH,ASIA-NAM,,VIE: nrt-PVG-MEX-LIM-MEX-NRT-PVG-mex (XA-ADG),JUE: nrt-PVG-MEX-NRT-pvg (XA-ADC),MIE: mex-NRT-MEX-NRT-pvg (XA-AMR),JUE: nrt-PVG-MEX-NRT-pvg (XA-ADG)
AeroMexico,SH,ASIA-NAM,,VIE: nrt-PVG-MEX-NRT-pvg (XA-AMX),JUE: mex-NRT*-PVG-MEX*-PVG-MEX-NRT-PVG-MEX-NRT-pvg (XA-ADH),JUE: nrt-PVG-MEX*-GUA-MEX-NRT-PVG-MEX-NRT-pvg (XA-ADC),VIE: nrt-PVG-MEX-NRT*-PVG-mex (XA-ADL)
AeroMexico,SH,ASIA-NAM,,SAB: nrt-PVG-MEX-NRT-pvg (XA-ADD),JUE: pvg-MEX*-PVG-MEX-NRT-pvg (XA-ADH),JUE: tij-NRT*-PVG-MEX-NRT-pvg (XA-ADG),SAB: nrt-PVG-MEX-NRT-pvg (XA-ADD)
AeroMexico,SH,ASIA-NAM,,SAB: nrt-PVG-MEX-LIM-mex (XA-ADH),VIE: nrt-PVG-MEX-CUN-MEX-NRT-PVG-MEX*-PVG-mex (N128AM),VIE: nrt-PVG-MEX-ICN-mex (N966AM),SAB: nrt-PVG-MEX-NRT-pvg (XA-ADG)
AeroMexico,SH,ASIA-NAM,,DOM: nrt-PVG-MEX-LIM-mex (XA-ADC),VIE: nrt-PVG-MEX-NRT-pvg (XA-ADG),VIE: nrt-PVG-MEX-NRT-pvg (XA-ADL),SAB: nrt-ICN-MEX-NRT-mex (XA-AMR)
AeroMexico,SH,ASIA-NAM,,LUN: mex-MAD-MEX-LIM-MEX-LIM-MEX-LIM-mex (XA-MFG),VIE: tij-NRT*-PVG-MEX-TIJ-NRT*-PVG-MEX-NRT-PVG-mex (XA-ADL),VIE: nrt-PVG-MEX*-PVG-MEX-NRT-PVG-MEX-CUN-mex (XA-AMR),SAB: mex-NRT-MEX-NRT-pvg (XA-AMX)
AeroMexico,SH,ASIA-NAM,,MAR: mex-CDG-MEX-NRT-SZX-MEX-ywg (N183AM),SAB: nrt-PVG-MEX-LIM-MEX-NRT-PVG-MEX-nrt (XA-ADD),VIE: pvg-MEX*-PVG-MEX-NRT-pvg (XA-AMR),DOM: nrt-PVG-MEX-AMS-MEX-CDG-MEX-NRT-szx (N183AM)
AeroMexico,SH,ASIA-NAM,,SAB: mex-AMS-MEX-NRT-PVG-mex (N438AM),SAB: nrt-PVG-MEX-NRT-pvg (XA-ADH),SAB: nrt-PVG-MEX-NRT-pvg (XA-ADC),DOM: mex-NRT*-PVG-MEX-ICN-mex (N967AM)
AeroMexico,SH,ASIA-NAM,,LUN: pvg-MEX-LIM-MEX-nrt (XA-ADC),SAB: nrt-PVG-MEX-SAP-mex (XA-AMR),SAB: nrt-PVG-MEX-SDQ-MEX-NRT-PVG-MEX-nrt (XA-ADG),
AeroMexico,SH,ASIA-NAM,,LUN: tij-MEX-UIO-MEX-mty (XA-AMC),SAB: nrt-PVG-MEX-NRT-pvg (XA-AMX),DOM: nrt-PVG-MEX-TIJ*-NRT-PVG*-TIJ-NRT*-PVG-MEX-TIJ*-NRT-pvg (XA-ADL),
AeroMexico,SH,ASIA-NAM,,MIE: mad-MEX-LIM-MEX-lim (XA-MFG),DOM: nrt-PVG-MEX-NRT-pvg (N964AM),DOM: nrt-PVG-MEX-CUN-MEX-NRT-PVG-MEX-cun (XA-AMR),
AeroMexico,SH,ASIA-NAM,,JUE: pvg-MEX-LIM-MEX-nrt (XA-ADC),DOM: nrt-PVG-MEX-LIM-MEX-NRT-PVG-MEX-lim (XA-ADC),LUN: mex-MAD-MEX-NRT-PVG-MEX-NRT-PVG-mex (N128AM),
AeroMexico,SH,ASIA-NAM,,VIE: lim-MEX-LIM-MEX-lim (XA-MFG),DOM: tij-NRT*-PVG-MEX-NRT-pvg (XA-ADL),MAR: mex-CDG-MEX-CDG-mex (N438AM),
AeroMexico,SH,ASIA-NAM,,SAB: pvg-MEX-LIM-MEX-nrt (XA-ADG),LUN: mex-MAD-MEX-NRT-PVG-MEX-MEX-NRT-szx (N446AM),SAB: mex-AMS-MEX-CDG-mex (N183AM),
AeroMexico,SH,ASIA-NAM,,DOM: pvg-MEX-LIM-mex (XA-ADH),MAR: mex-CDG-MEX-AMS-mex (N438AM),JUE: ams-MEX-FOR-MEX-scl (XA-MFG),
AeroMexico,SH,ASIA-NAM,,DOM: lim-MEX-LIM-mex (XA-MFG),SAB: mex-AMS-MEX-AMS-mex (N438AM),,
AeroMexico,SH,ASIA-NAM,,,DOM: pvg-MEX-LIM-MEX-nrt (XA-ADD),,
AeroUnion,SH,ASIA-NAM,,JUE: mex-ANC*-NKG-ANC-NKG*-ANC-mex (XA-EFR),MAR: mex-ANC*-NKG-ANC-NKG*-ANC-mex (XA-EFR),SAB: anc-NKG-ANC-MEX-ANC*-NKG-ANC-NKG*-ANC-MEX-anc (XA-EFR),LUN: gua-MEX-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,SAB: mex-ANC*-CAN-ANC-CAN*-ANC-mex (XA-EFR),JUE: mex-ANC*-NKG-ANC-NKG*-ANC-mex (XA-EFR),LUN: bog-MEX-BOG-MIA-bog (XA-LFR),LUN: bog-MIA-BOG-MIA-mde (XA-LFR)
AeroUnion,SH,ASIA-NAM,,MAR: ord-MEX-BOG-MEX-lax (XA-UYR),SAB: mex-ANC*-CAN-ANC-CAN*-ANC-mex (XA-EFR),LUN: bog-MIA-BOG-MIA-bog (XA-LFR),LUN: mex-BOG-MIA-gua (XA-UYR)
AeroUnion,SH,ASIA-NAM,,MIE: sjo-MIA-MDE-MIA-mid (XA-GGL),LUN: ord-MEX-BOG-MEX-mid (XA-GGL),LUN: mia-MEX-BOG-MEX-bog (XA-UYR),LUN: mia-GUA-MDE-MIA-mex (XA-UYR)
AeroUnion,SH,ASIA-NAM,,JUE: sap-MIA-MDE-MIA-mex (XA-GGL),MAR: mid-MIA-BOG-MIA-mid (XA-GGL),MAR: mid-MIA-BOG-MIA-mid (XA-GGL),MAR: bog-MIA-MDE-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,JUE: mex-SAP-BOG-MEX-qro (XA-LFR),MAR: mia-MEX-BOG-MEX-lax (XA-UYR),MAR: bog-MIA-BOG-MIA-bog (XA-LFR),MAR: mde-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,SAB: qro-MEX-BOG-MEX-lax (XA-UYR),MIE: sjo-MIA-MDE-MIA-mid (XA-GGL),MAR: bog-MIA-BOG-MIA-bog (XA-LFR),MIE: sjo-MIA-BOG-MIA-bog (XA-GGL)
AeroUnion,SH,ASIA-NAM,,,VIE: sap-MIA-MDE-MIA-mex (XA-GGL),MAR: bog-MEX-BOG-MEX-lax (XA-UYR),MIE: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,VIE: gdl-MEX*-SAP-BOG-MEX-gdl (XA-LRC),MIE: sjo-MIA-BOG-MIA-mid (XA-GGL),MIE: bog-MIA-BOG*-MIA-BOG-MIA-BOG-MIA-BOG-mia (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,SAB: mid-MIA-MDE-MIA-mid (XA-GGL),MIE: bog-MIA-BOG-MIA-bog (XA-LFR),MIE: bog-MIA-BOG-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,SAB: mex-SAL-BOG-MEX-lax (XA-UYR),MIE: bog-MIA-BOG-MIA-bog (XA-LFR),MIE: bog-MIA-BOG-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,MIE: bog-MIA-BOG-MIA-mex (XA-LFR),JUE: bog-MIA-BOG-MIA-bog (XA-GGL)
AeroUnion,SH,ASIA-NAM,,,,JUE: gua-SJO*-MIA-MDE-MIA-mde (XA-GGL),JUE: bog-MIA-BOG-MIA-mde (XA-GGL)
AeroUnion,SH,ASIA-NAM,,,,JUE: lax-MEX*-SAP-BOG-MEX-mia (XA-UYR),JUE: mia-BOG*-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,VIE: mde-MIA-MDE-MIA-gua (XA-GGL),JUE: bog-MIA-BOG-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,VIE: mfe-BRO*-MEX-BOG-MEX-sal (XA-LFR),JUE: bog-MIA-BOG-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,SAB: mex-SAL-BOG-MEX-cvg (XA-LFR),VIE: gdl-MEX-BOG-MEX*-SAL-bog (XA-EFR)
AeroUnion,SH,ASIA-NAM,,,,SAB: mid-MIA-MDE-MIA-mid (XA-UYR),VIE: bog-MIA-MDE-MIA-mex (XA-GGL)
AeroUnion,SH,ASIA-NAM,,,,,VIE: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,,VIE: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,,VIE: bog-MIA-BOG-MIA-mde (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,,VIE: bog-MIA-MDE-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: bog-MEX*-SAL-BOG-MEX-lax (XA-EFR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: mid-MIA-MDE-MIA-mid (XA-GGL)
AeroUnion,SH,ASIA-NAM,,,,,SAB: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: mde-MIA-BOG-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: bog-MIA-BOG-MIA-mde (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,,SAB: bog-MIA-MDE-MIA-bog (XA-UYR)
AeroUnion,SH,ASIA-NAM,,,,,DOM: bog-MIA-BOG-MIA-bog (XA-LFR)
AeroUnion,SH,ASIA-NAM,,,,,DOM: bog-MIA-BOG-MEX-bog (XA-LFR)
